"entry","entry href","field-content","field-content 2"
"Grosvenor Grammar School [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/grosvenor-grammar-school-belfast","50 Marina Park, Belfast, Co Antrim, BT5 6BA","Post-Primary"
"Grove Nursery School [Armagh]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/grove-nursery-school-armagh","Ballinahone Avenue, Armagh, Co Armagh, BT60 1EE","Pre-School"
"Hamiltonsbawn PS [Armagh]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/hamiltonsbawn-ps-armagh","113 Annareagh Road, Hamiltonsbawn, Armagh, Co. Armagh, BT61 9SA","Primary"
"Hansel and Gretel Pre School PG [Glynn]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/hansel-and-gretel-pre-school-pg-glynn","Glynn Village Hall, Main Road, Glynn, Larne, Co Antrim, BT40 3HF","Pre-School"
"Happy Days PG [Coalisland]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/happy-days-pg-coalisland","School Lane , Brackaville, Coalisland, Dungannon, Co Tyrone, BT71 4NW","Pre-School"
"Happy Faces Day Care Nursery PG [Newry]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/happy-faces-day-care-nursery-pg-newry","3 Silverbridge Road, Crossmaglen, Newry, Co Armagh, BT35 9LE","Pre-School"
"Happy Faces PG [Clady]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/happy-faces-pg-clady","83a Bellspark Road, Clady, Strabane, Co Tyrone, BT82 9QY","Pre-School"
"Happy Tots PG [Portadown]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/happy-tots-pg-portadown","36 Edward Street, Portadown, Co Armagh, BT62 3NE","Pre-School"
"Harberton School","https://www.eani.org.uk/parents/types-of-school/school-type/special-school/harberton-school-0","Haberton Park, BELFAST, CO ANTRIM, BT9 6TX","Special School"
"Harbour Bears Pre School PG [Larne]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/harbour-bears-pre-school-pg-larne","Bowling Pavilion, Curran Road, Larne, Co Antrim, BT40 1BS","Pre-School"
"Harding Memorial Integrated PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/harding-memorial-integrated-ps-belfast","105 Cregagh Road, Belfast, Co. Antrim, BT6 8PZ","Primary"
"Hardy Memorial PS [Richhill]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/hardy-memorial-ps-richhill","22 Legacorry Park, Richhill, Armagh, Co. Armagh, BT61 9QR","Primary"
"Hardy Memorial PS NU [Richhill]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/hardy-memorial-ps-nu-richhill","22 Legacorry Park, Richill, Co Armagh, BT61 9PL","Pre-School"
"Harmony Hill PS [Lisburn]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/harmony-hill-ps-lisburn","50 Harmony Hill, Lisburn, Co. Antrim, BT27 4ES","Primary"
"Harmony Hill PS NU [Lisburn]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/harmony-hill-ps-nu-lisburn","50 Harmony Hill, Lisburn, Co Antrim, BT27 4ES","Pre-School"
"Harmony PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/harmony-ps-belfast","99 Forthriver Crescent, Belfast, Co. Antrim, BT13 3SS","Primary"
"Harmony PS NU [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/harmony-ps-nu-belfast","99 Forthriver Crescent, Belfast, Co Antrim, BT13 3SS","Pre-School"
"Harpurs Hill PS [Coleraine]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/harpurs-hill-ps-coleraine","Ballycastle Road, Coleraine, Co. Londonderry, BT52 2ER","Primary"
"Harrison Nursery School [Lurgan]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/harrison-nursery-school-lurgan","Lower Toberhewny Lane, Lurgan, Craigavon, Co Armagh, BT66 8SU","Pre-School"
"Harryville PS [Ballymena]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/harryville-ps-ballymena","Casement Street, Ballymena, Co. Antrim, BT42 4BY","Primary"
"Harryville PS NU [Ballymena]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/harryville-ps-nu-ballymena","Casement Street, Ballymena, Co Antrim, BT42 4BY","Pre-School"
"Hart Memorial PS [Portadown]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/hart-memorial-ps-portadown","Charles Street, Portadown, Craigavon, Co. Armagh, BT62 4BD","Primary"
"Hart Memorial PS NU [Portadown]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/hart-memorial-ps-nu-portadown","Charles Street, Portadown, Craigavon, Co Armagh, BT62 4BD","Pre-School"
"Hazelbank PS [Ballymena]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/hazelbank-ps-ballymena","20 Hazelbank Road, Aughafatten, Ballymena, Co. Antrim, BT42 4LP","Primary"
"Hazelwood Integrated College [Newtownabbey]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/hazelwood-integrated-college-newtownabbey","70 Whitewell Road, Newtownabbey, Co Antrim, BT36 7ES","Post-Primary"
"Hazelwood Integrated PS [Newtownabbey]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/hazelwood-integrated-ps-newtownabbey","242 Whitewell Road, Newtownabbey, Co. Antrim, BT36 7EN","Primary"
"Hazelwood Integrated PS NU [Newtownabbey]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/hazelwood-integrated-ps-nu-newtownabbey","242 Whitewell Road, Newtownabbey, Co Antrim, BT36 7EN","Pre-School"
"Hezlett PS [Coleraine]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/hezlett-ps-coleraine","1 Ballywoolen Road, Castlerock, Coleraine, Co. Londonderry, BT51 4TZ","Primary"
"High Kirk Community Pre-School PG [Ballymena] PT","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/high-kirk-community-pre-school-pg-ballymena-pt","65-71 Thomas Street, Ballymena, Co Antrim, BT43 6AZ","Pre-School"
"Hillcroft School","https://www.eani.org.uk/parents/types-of-school/school-type/special-school/hillcroft-school","Manse Way, NEWTOWNABBEY, CO ANTRIM, BT36 5UW","Special School"
"Hollybank Pre-School PG [Monkstown]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/hollybank-pre-school-pg-monkstown","Hollybank Primary School, Devenish Drive, Monkstown, Newtownabbey, Co Antrim, BT37 0HF","Pre-School"
"Hollybank PS [Monkstown]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/hollybank-ps-monkstown","Devenish Drive, Monkstown, Newtownabbey, Co. Antrim, BT37 0HF","Primary"
"Hollybush PS [Culmore]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/hollybush-ps-culmore","10 Ardan Road, Culmore, Londonderry, Co. Londonderry, BT48 8JN","Primary"
"Hollybush PS NU [Culmore]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/hollybush-ps-nu-culmore","10 Ardan Road, Culmore, Derry, Co Londonderry, BT48 8JN","Pre-School"
"Holy Child Nursery School [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/holy-child-nursery-school-belfast","40 Slievegallion Drive, Belfast, Co Antrim, BT11 8JP","Pre-School"
"Holy Child PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/holy-child-ps-belfast","Broom Hill, South Green, Belfast, Co. Antrim, BT11 8JF","Primary"
"Holy Child PS [Derry]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/holy-child-ps-derry","4 Central Drive, Creggan Estate, Londonderry, Co. Londonderry, BT48 9QQ","Primary"
"Holy Child PS NU [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/holy-child-ps-nu-belfast","South Green, Belfast, Co Antrim, BT11 8JF","Pre-School"
"Holy Child PS NU [Derry]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/holy-child-ps-nu-derry","4 Central Drive, Creggan Estate, Derry, Co Londonderry, BT48 9QQ","Pre-School"
"Holy Cross Boys' PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/holy-cross-boys-ps-belfast","Brookfield Street, Ardoyne, Belfast, Co. Antrim, BT14 7EX","Primary"
"Holy Cross College [Strabane]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/holy-cross-college-strabane","35 Melmount Road, Strabane, Co Tyrone, BT82 9EF","Post-Primary"
"Holy Cross Girls' PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/holy-cross-girls-ps-belfast","Ardoyne Road, Belfast, Co. Antrim, BT14 7HZ","Primary"
"Holy Cross Nursery School [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/holy-cross-nursery-school-belfast","Butler Walk, Ardoyne, Belfast, Co Antrim, BT14 7NZ","Pre-School"
"Holy Cross Pre School PG [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/holy-cross-pre-school-pg-belfast","Flax Street, Belfast, Co Antrim, BT14 7EJ","Pre-School"
"Holy Cross PS [Newry]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/holy-cross-ps-newry","6 Attical Bog Road, Kilkeel, Newry, Co. Down, BT34 4HT","Primary"
"Holy Evangelist PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/holy-evangelist-ps-belfast","Glasvey Drive, Dunmurry, Belfast, Co. Antrim, BT17 0DB","Primary"
"Holy Evangelist PS NU [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/holy-evangelist-ps-nu-belfast","Glasvey Drive, Dunmurry, Belfast, Co Antrim, BT17 0DB","Pre-School"
"Holy Family PS [Aughamullan]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/holy-family-ps-aughamullan","88 Coole Road, Aughamullan, Coalisland, Dungannon, Co. Tyrone, BT71 5DR","Primary"
"Holy Family PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/holy-family-ps-belfast","14 Newington Avenue, Belfast, Co. Antrim, BT15 2HP","Primary"
"Holy Family PS [Derry]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/holy-family-ps-derry","3 Aileach Road, Londonderry, Co. Londonderry, BT48 0AZ","Primary"
"Holy Family PS [Downpatrick]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/holy-family-ps-downpatrick","1 Drumnaconagher Road, Downpatrick, Co. Down, BT30 9AN","Primary"
"Holy Family PS [Magherafelt]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/holy-family-ps-magherafelt","1 Castledawson Road, Magherafelt, Co. Londonderry, BT45 6AX","Primary"
"Holy Family PS Junior Site [Omagh]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/holy-family-ps-junior-site-omagh","Brook Street, Omagh, Co. Tyrone, BT78 5HD","Primary"
"Holy Family PS NU [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/holy-family-ps-nu-belfast","27 Baltic Avenue, Belfast, Co Antrim, BT15 2HR","Pre-School"
"Holy Family PS NU [Derry]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/holy-family-ps-nu-derry","3 Aileach Road, Derry City, Co Londonderry, BT48 0AZ","Pre-School"
"Holy Family PS NU [Magherafelt]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/holy-family-ps-nu-magherafelt","1 Castledawson Road, Magherafelt, Co Londonderry, BT45 6AX","Pre-School"
"Holy Rosary Nursery School [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/holy-rosary-nursery-school-belfast","Sunnyside Crescent, Belfast, Co Antrim, BT7 3DB","Pre-School"
"Holy Rosary PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/holy-rosary-ps-belfast","Sunnyside Crescent, Belfast, Co. Antrim, BT7 3DB","Primary"
"Holy Trinity College [Cookstown]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/holy-trinity-college-cookstown","9-29 Chapel Street, Cookstown, Co Tyrone, BT80 8QB","Post-Primary"
"Holy Trinity Nursery School [Lisburn]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/holy-trinity-nursery-school-lisburn","4 Trinity Terrace, Lisburn, Co Antrim, BT28 1DG","Pre-School"
"Holy Trinity Pre School Centre PG [Enniskillen]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/holy-trinity-pre-school-centre-pg-enniskillen","c/o Holy Trinity PS, Derrin Road, Cornagrade, Enniskillen, Co Fermanagh, BT74 6AZ","Pre-School"
"Holy Trinity PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/holy-trinity-ps-belfast","Monagh Road, Belfast, Co. Antrim, BT11 8EG","Primary"
"Holy Trinity PS [Cookstown]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/holy-trinity-ps-cookstown","44 Fairhill Road, Cookstown, Co. Tyrone, BT80 8AG","Primary"
"Holy Trinity PS [Enniskillen]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/holy-trinity-ps-enniskillen","Forthill, Mill Street, Enniskillen, Co. Fermanagh, BT74 6AN","Primary"
"Holy Trinity PS NU [Cookstown]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/holy-trinity-ps-nu-cookstown","44 Fairhill Road, Cookstown, Co Tyrone, BT80 8AG","Pre-School"
"Holy Trinity PS NU [Enniskillen]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/holy-trinity-ps-nu-enniskillen","Derrin Road, Cornagrade, Enniskillen, Co Fermanagh, BT74 6AZ","Pre-School"
"Holywood Nursery School","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/holywood-nursery-school","66 Church Road, Holywood, Co Down, BT18 9BU","Pre-School"
"Holywood PS","https://www.eani.org.uk/parents/types-of-school/school-type/primary/holywood-ps","Hillview Place, Holywood, Co. Down, BT18 9DL","Primary"
"Home From Home Daycare PG","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/home-from-home-daycare-pg","45 Dromara Road, Dundrum, Down, BT33 0NS","Pre-School"
"Hope Nursery School [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/hope-nursery-school-belfast","104 Hopewell Crescent, Belfast, Co Antrim, BT13 1DN","Pre-School"
"Howard PS [Dungannon]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/howard-ps-dungannon","2 Main Road, Moygashel, Dungannon, Co. Tyrone, BT71 7QR","Primary"
"Howard PS NU [Dungannon]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/howard-ps-nu-dungannon","2 Main Road, Moygashel, Dungannon, Co Tyrone, BT71 7QR","Pre-School"
"Hundred Acre Wood PG [Newtownards]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/hundred-acre-wood-pg-newtownards","38 Ballystockart Road, Comber, Co Down, BT23 5QY","Pre-School"
"Hunterhouse College [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/hunterhouse-college-belfast","Upper Lisburn Road, Finaghy, Belfast, Co Antrim, BT10 0LE","Post-Primary"
"Inchmarlo Prep School [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/preps/inchmarlo-prep-school-belfast","Cranmore Park, Belfast, Co. Antrim, BT9 6JR","Preps"
"Integrated College Dungannon","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/integrated-college-dungannon","21 Gortmerron Link Road, Dungannon, Co Tyrone, BT71 6LS","Post-Primary"
"Integrated College Glengormley","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/integrated-college-glengormley","134 Ballyclare Road, Newtownabbey, Co Antrim, BT36 5HP","Post-Primary"
"Irvinestown Cross Community PG","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/irvinestown-cross-community-pg","Old Victoria School, 2 Scallen Road, Drumharvey, Irvinestown, Co Tyrone, BT94 1ED","Pre-School"
"Irvinestown PS","https://www.eani.org.uk/parents/types-of-school/school-type/primary/irvinestown-ps","24 Burfits Hill, Irvinestown, Enniskillen, Co. Fermanagh, BT94 1DY","Primary"
"Islandmagee PS [Junior Campus]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/islandmagee-ps-junior-campus","97 Middle Road, Islandmagee, Larne, Co. Antrim, BT40 3SY","Primary"
"Iveagh PS [Newry] [Rathfriland]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/iveagh-ps-newry-rathfriland","17 Castle Hill, Rathfriland, Newry, Co. Down, BT34 5NH","Primary"
"Iveagh PS NU [Newry] [Rathfriland]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/iveagh-ps-nu-newry-rathfriland","17 Castle Hill, Rathfriland, Co Down, BT34 5NH","Pre-School"
"Jack and Jill Community PG [Plumbridge]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/jack-and-jill-community-pg-plumbridge","17 Dergbrough Road, Plumbridge, Omagh, Co Tyrone, BT79 8EF","Pre-School"
"Jack and Jill Pre School PG [Cookstown]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/jack-and-jill-pre-school-pg-cookstown","21 Loy Street, Cookstown, Co Tyrone, BT80 8PZ","Pre-School"
